USERID,BROWSER_COUNT,COURSE_COUNT,COURSE_LAST_ACCESS,COURSE_SUM_VIEW,COURSE_AVG_SCORE,EXAM_AH_SCORE,EXAM_WRITEN_SCORE,EXAM_MIDDLE_SCORE,EXAM_LAB,EXAM_PROGRESS,EXAM_GROUP_SCORE,EXAM_FACE_SCORE,EXAM_ONLINE_SCORE,NODEBB_LAST_POST,NODEBB_CHANNEL_COUNT,NODEBB_TOPIC_COUNT,COURSE_SUM_VIDEO_LEN,SEX,MAJORID,STATUS,GRADE,CLASSID,EXAM_HOMEWORK,EXAM_LABSCORE,EXAM_OTHERSCORE,NODEBB_PARTICIPATIONRATE,COURSE_WORKTIME,COURSE_WORKACCURACYRATE,COURSE_WORKCOMPLETERATE,NODEBB_POSTSCOUNT,NODEBB_NORMALBBSPOSTSCOUONT,NODEBB_REALBBSARCHIVECOUNT,NORMALBBSARCHIVECOUNT,COURSE_WORKCOUNT,STUNO,ID,STUID,COURSEOPENID,HOMEWORKSCORE,WRITTENASSIGNMENTSCORE,MIDDLEASSIGNMENTSCORE,LABSCORE,OTHERSCORE,TOTALSCORE,STUDYTERM,COURSEID,EXAMNUM,PROCESS,GROUPSTUDYSCORE,FACESTUDYSCORE,ONLINESTUDYSCORE
310_20158310090994,76.0,10,1513022034.0,,,84.625,27.125,15.5,,0.0,3.3375,8.73125,1.75,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,28.125,0.0,0,2.175,4495.5,48.625,50.0,2.5,0.0,0.5,0.0,2.0,20158310090994,nfr7abeo779fe-epspl87a,310_20158310090994,a0euanqnrrzbdsesy4rymw,39,0,20,0,0,89,201703,310_260000656,"2,7510",0,0,16.0,14.0
310_20158310041208,35.0,12,1512311494.0,,,86.875,13.125,10.5,21.571428571428573,0.0,3.6375,5.78125,2.5,1479239358.0,1.0,1.0,0.0,女,310_260000090,毕业,201503,310_20158310040099,31.75,19.625,0,0.0,4220.666666666667,26.916666666666668,33.333333333333336,0.0,0.0,0.0,0.0,1.3333333333333333,20158310041208,r372adcoezzgxvqtegoygw,310_20158310041208,a0euanqnrrzbdsesy4rymw,30,0,20,0,0,90,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20178310250007,171.0,12,1513594549.0,,0.31774503523382447,87.72727272727273,9.909090909090908,3.6363636363636362,67.9,0.0,0.0,13.790909090909091,4.363636363636363,,,,0.0,女,310_260000247,注册,201701,310_20178310250001,44.27272727272727,11.727272727272727,0,0.0,7561.0,44.7775,74.3175,0.0,0.0,0.0,0.0,8.75,20178310250007,hwm4abiov4tjx5qdmwaw9q,310_20178310250007,a0euanqnrrzbdsesy4rymw,3,0,19,0,0,60,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20178310250041,65.0,14,1511649720.0,,,93.57142857142857,8.357142857142858,1.3571428571428572,,0.0,1.75,13.614285714285714,8.542857142857143,,,,0.0,女,310_260000251,注册,201701,310_20178310250006,50.785714285714285,9.0,0,0.0,-12617.4,66.79,99.454,0.0,0.0,0.0,0.0,3.4,20178310250041,-4c4arao-pbcobchr3pura,310_20178310250041,a0euanqnrrzbdsesy4rymw,37,0,19,0,0,94,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310090948,207.0,11,1514400480.0,0.0011458333333333333,,85.33333333333333,23.77777777777778,13.555555555555555,,0.0,3.1333333333333333,9.716666666666667,1.3333333333333333,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,29.444444444444443,4.333333333333333,0,0.0,-139431.0,30.983333333333334,66.66666666666667,0.0,0.0,0.0,0.0,6.333333333333333,20158310090948,pftxao2nxrbp8srg-5tgsa,310_20158310090948,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,87,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20168310880962,161.0,20160,1513592284.0,2794.470625,,93.9375,12.875,5.9375,38.5625,29.5625,1.65,14.13125,5.8375,,,,488.77777777777777,女,310_260000247,注册,201603,310_20168310880047,34.0625,19.5,0,1.6477777777777778,3983.222222222222,34.904444444444444,77.77777777777777,0.3333333333333333,0.0,0.2222222222222222,0.0,5.111111111111111,20168310880962,cmpfateojp1duwz-gkr6pa,310_20168310880962,a0euanqnrrzbdsesy4rymw,33,0,19,0,0,85,201703,310_260000656,7510,0,0,17.0,16.0
310_20168310090667,232.0,133,1514651401.0,0.13128472222222223,,84.83333333333333,14.833333333333334,6.666666666666667,67.83333333333333,0.05555555555555555,1.5333333333333334,13.330555555555556,2.8333333333333335,1491762925.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310090032,35.166666666666664,10.444444444444445,0,2.4485714285714284,4358.714285714285,56.034285714285716,85.71428571428571,1.2857142857142858,0.0,0.2857142857142857,0.0,5.857142857142857,20168310090667,dbnfaboonqjmrz7-f468sq,310_20168310090667,a0euanqnrrzbdsesy4rymw,38,0,19,0,0,86,201703,310_260000656,"2,7510",0,0,17.0,12.0
310_20168310041164,616.0,16371,1514402641.0,19391.883472222224,,91.8,12.733333333333333,6.533333333333333,38.172222222222224,35.666666666666664,0.0,12.113333333333333,3.316666666666667,1528230715.0,4.0,16.0,1066.75,女,310_260000247,注册,201603,310_20168310040029,41.13333333333333,15.933333333333334,0,0.0,28025.5,72.9125,100.0,0.0,0.0,0.0,0.0,21.25,20168310041164,ek0oaraocztdh2jlkweqxg,310_20168310041164,a0euanqnrrzbdsesy4rymw,40,0,20,0,0,100,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20168310041152,71.0,792,1510933842.0,0.14416666666666667,,84.41666666666667,13.416666666666666,4.5,44.05,5.416666666666667,0.0,10.8625,4.166666666666667,1480365776.0,2.0,8.0,0.0,女,310_260000247,休学,201603,310_20168310040029,36.333333333333336,15.166666666666666,0,0.0,2040.0,54.615,100.0,0.0,0.0,0.0,0.0,7.0,20168310041152,krbhac6owypk9dsartgbeq,310_20168310041152,a0euanqnrrzbdsesy4rymw,40,0,20,0,0,100,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20168310030090,41.0,30,1511437236.0,0.0046875,,91.57142857142857,14.214285714285714,7.214285714285714,39.2,0.0,0.0,14.657142857142857,3.4107142857142856,1495913006.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310030014,37.0,15.142857142857142,0,0.0,960.6,54.06,80.0,0.0,0.0,0.0,0.0,3.0,20168310030090,-xipadson6xdf6wgc9g1vg,310_20168310030090,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,18.0
310_20158310030390,348.0,132,1513862856.0,0.04048611111111111,,87.375,13.125,10.5,24.05,15.625,3.15,6.34375,2.375,1511377396.0,1.0,1.0,56.5,女,310_260000090,毕业,201503,310_20158310030099,28.375,23.5,0,3.83,7115.25,33.125,73.41,1.5,0.0,0.5,0.0,11.333333333333334,20158310030390,l-jzabaokrjfihxwwgqi8g,310_20158310030390,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,97,201703,310_260000656,"2,7510",3,0,19.0,19.0
310_20158310121081,224.0,140,1513802000.0,0.0022685185185185187,,61.0,11.7,5.8,,0.0,2.25,5.805,2.84,1513799487.0,1.0,1.0,0.0,女,310_260000090,毕业,201503,310_20158310120099,18.8,13.7,0,1.6666666666666667,5673.333333333333,41.5,53.333333333333336,0.3333333333333333,0.0,0.3333333333333333,0.0,3.3333333333333335,20158310121081,i0fzas-o7p9ev-r1fpjf0g,310_20158310121081,a0euanqnrrzbdsesy4rymw,24,0,13,0,0,73,201703,310_260000656,"2,7510",0,0,17.4,18.6
310_20158310121051,20.0,12,1512985563.0,0.0015277777777777779,,92.25,16.75,11.25,30.166666666666668,0.0,3.75,6.95,2.325,,,,0.0,女,310_260000090,毕业,201503,310_20158310120099,28.125,23.125,0,0.0,4000.5,31.75,50.0,0.0,0.0,0.0,0.0,3.0,20158310121051,25pwac6o15tb01aq47xl3w,310_20158310121051,a0euanqnrrzbdsesy4rymw,37,0,19,0,0,94,201703,310_260000656,"2,7510",0,0,19.4,18.6
310_20168310260005,203.0,25125,1511485254.0,548.5387152777778,,97.125,19.375,12.125,28.45,11.75,3.45,7.2,2.25,1495135847.0,2.0,4.0,0.0,女,310_260000247,注册,201601,310_20168310260003,28.5,24.25,0,4.1,2045.7142857142858,16.057142857142857,28.571428571428573,0.7142857142857143,0.0,0.42857142857142855,0.0,6.428571428571429,20168310260005,pwbhatso6l5mxyojq1ebag,310_20168310260005,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,94,201703,310_260000656,"2,7510",0,0,18.0,18.0
310_20178310090792,570.0,480,1514963331.0,1.4626157407407407,,91.6,2.4,1.9,30.375,0.9,0.0,9.2,6.175,,,,1162.0,女,310_260000256,注册,201703,310_20178310090012,54.8,17.1,0,5.074,5518.0,55.35,100.0,4.8,0.0,1.0,0.0,9.8,20178310090792,udg1aseoj79o5zsyy2t1mq,310_20178310090792,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,93,201703,310_260000656,"2,7510",0,0,18.0,17.0
310_20178310090776,996.0,5680,1514672722.0,4.698148148148148,,91.5,2.4,1.9,31.416666666666668,31.0,0.0,8.21,5.275,1513965983.0,1.0,1.0,5337.0,女,310_260000256,注册,201703,310_20178310090012,54.2,19.5,0,2.0,2613.0,39.872,100.0,1.4,0.0,0.4,0.0,14.8,20178310090776,unjyaayogzjfp7ksinzvda,310_20178310090776,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,86,201703,310_260000656,"2,7510",1,0,15.6,12.0
310_20178310080755,198.0,132,1514238496.0,0.3306365740740741,,95.0909090909091,2.727272727272727,1.7272727272727273,30.833333333333332,0.45454545454545453,0.0,10.25,6.127272727272727,,,,0.0,女,310_260000256,注册,201703,310_20178310080020,53.81818181818182,20.545454545454547,0,5.328571428571428,4473.142857142857,76.61142857142858,98.31142857142858,2.0,0.0,1.0,0.0,5.428571428571429,20178310080755,vjluasmo7znhqf-reyvvuq,310_20178310080755,a0euanqnrrzbdsesy4rymw,38,0,19,0,0,92,201703,310_260000656,"2,7510",0,0,19.0,16.0
310_20178310090802,265.0,20,1514398832.0,0.11446759259259259,0.4452296819787986,92.0,3.0,1.9,32.166666666666664,0.6,0.0,9.095,5.495,1529159052.0,1.0,1.0,0.0,女,310_260000256,注册,201703,310_20178310090012,54.6,17.9,0,0.0,8348.6,44.966,100.0,0.0,0.0,0.0,0.0,7.8,20178310090802,lrhjaqyomjlm-dvudxaxbq,310_20178310090802,a0euanqnrrzbdsesy4rymw,31,0,19,0,0,80,201703,310_260000656,"2,7510",0,0,18.0,12.0
310_20168310090682,65.0,18,1510748201.0,,,89.9375,14.0,7.5625,53.42857142857143,0.0,0.0,14.940625,3.3125,1491766795.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310090032,38.4375,11.625,0,6.2316666666666665,5501.0,52.755,83.33333333333333,3.3333333333333335,0.0,1.0,0.0,6.666666666666667,20168310090682,i7wpaamovlxgi8xkrdnlpq,310_20168310090682,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,92,201703,310_260000656,"2,7510",0,0,19.0,14.0
310_20168310090662,93.0,57,1514654096.0,0.07015046296296296,,82.47368421052632,12.631578947368421,5.684210526315789,49.416666666666664,0.0,1.4842105263157894,10.563157894736841,2.6447368421052633,1491763604.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310090032,32.578947368421055,16.842105263157894,0,0.0,2712.0,53.10875,83.33375,0.0,0.0,0.0,0.0,3.875,20168310090662,1mygaryo2ohndc1pxfdy3q,310_20168310090662,a0euanqnrrzbdsesy4rymw,38,0,13,0,0,80,201703,310_260000656,"2,7510",0,0,17.0,12.0
310_20168310090678,213.0,68,1514230071.0,0.019872685185185184,,86.86666666666666,14.266666666666667,8.066666666666666,70.0,0.0,0.0,15.096666666666666,3.47,1491765783.0,4.0,6.0,16.833333333333332,女,310_260000247,注册,201603,310_20168310090032,37.06666666666667,8.866666666666667,0,13.84,4345.333333333333,48.151666666666664,83.33333333333333,4.333333333333333,0.0,1.0,0.0,9.5,20168310090678,bgvhatgor7dmnzjcrh8oiq,310_20168310090678,a0euanqnrrzbdsesy4rymw,37,0,19,0,0,91,201703,310_260000656,"2,7510",0,0,17.0,18.0
310_20178310080808,539.0,88,1513371287.0,0.26417824074074076,,56.09090909090909,2.727272727272727,1.7272727272727273,20.6,0.6363636363636364,0.0,8.663636363636364,4.718181818181818,1510829991.0,1.0,1.0,345.8333333333333,男,310_260000256,休学,201703,310_20178310080020,23.818181818181817,14.454545454545455,0,7.45,19046.666666666668,52.14,98.03,2.5,0.0,1.5,0.0,15.5,20178310080808,is-yabeo-7tae-l7f5fb-g,310_20178310080808,a0euanqnrrzbdsesy4rymw,33,0,19,0,0,91,201703,310_260000656,"2,7510",0,0,19.0,20.0
310_20178310780143,384.0,770,1509997270.0,0.6505787037037037,,77.0,2.1,0.0,,7.2,1.75,10.075,2.7,,,,562.1,女,310_260000249,注册,201703,310_20178310780107,57.6,2.7,0,0.0,7553.3,72.75,96.0,0.0,0.0,0.0,0.0,6.9,20178310780143,c0tnar6ol61jtt1sft6qcg,310_20178310780143,a0euanqnrrzbdsesy4rymw,35,0,0,0,0,35,201703,310_260000656,2,0,0,0.0,0.0
310_20158310041166,122.0,45,1511701014.0,0.001388888888888889,,97.54545454545455,0.0,5.454545454545454,,0.0,0.0,19.727272727272727,10.0,1492111741.0,2.0,2.0,0.0,男,310_260000129,毕业,201503,310_20158310040098,58.72727272727273,3.6363636363636362,0,0.0,765.75,31.725,75.0,0.0,0.0,0.0,0.0,7.25,20158310041166,qwh2adcopifds3direfyjg,310_20158310041166,a0euanqnrrzbdsesy4rymw,40,0,20,0,0,100,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20158310041191,110.0,348,1512162370.0,0.13472222222222222,,91.0,13.25,10.5,26.5625,3.75,3.5625,6.03125,2.5,,,,0.0,男,310_260000090,毕业,201503,310_20158310040099,34.125,21.0,0,0.0,14208.333333333334,24.8,33.333333333333336,0.0,0.0,0.0,0.0,3.3333333333333335,20158310041191,f5ywarqodqjkapp0j35uvq,310_20158310041191,a0euanqnrrzbdsesy4rymw,37,0,20,0,0,97,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20158310260004,73.0,14,1514069306.0,,,48.142857142857146,12.714285714285714,2.7142857142857144,,0.0,0.0,15.607142857142858,4.0,,,,0.0,女,310_260000090,注册,201501,310_20158310050002,10.571428571428571,2.5714285714285716,0,0.0,6320.0,49.39666666666667,66.66666666666667,0.0,0.0,0.0,0.0,4.333333333333333,20158310260004,phzgasio6krefnrxmrpllg,310_20158310260004,a0euanqnrrzbdsesy4rymw,29,0,19,0,0,76,201703,310_260000656,"2,7510",0,0,14.0,14.0
310_20168310060227,230.0,2370,1513417729.0,2872.0065972222224,,91.5,17.5,8.642857142857142,32.65,0.42857142857142855,0.0,16.09285714285714,3.0714285714285716,,,,0.0,女,310_260000247,注册,201603,310_20168310060023,37.357142857142854,8.857142857142858,0,0.0,2590.8,50.936,80.0,0.0,0.0,0.0,0.0,4.4,20168310060227,lgguadyovo5gkmz-cusicw,310_20168310060227,a0euanqnrrzbdsesy4rymw,40,0,17,0,0,93,201703,310_260000656,7510,0,0,17.2,19.0
310_20158310081344,379.0,342,1514573631.0,2.1909375,,57.8,12.6,6.4,19.05,6.1,2.55,5.195,1.2,,,,8.125,女,310_260000090,注册,201503,310_20158310080099,17.2,12.7,0,0.0,3119.125,42.66,50.0,0.0,0.0,0.0,0.0,2.375,20158310081344,u7ckadiot6hnzj4azkm05q,310_20158310081344,a0euanqnrrzbdsesy4rymw,38,0,19,0,0,81,201703,310_260000656,"2,7510",3,0,12.0,12.0
310_20158310081366,153.0,11,1511794831.0,,0.1557377049180328,86.375,17.875,12.0,21.477272727272727,2.75,3.3,7.5125,1.5,1510046691.0,1.0,3.0,0.0,女,310_260000090,毕业,201503,310_20158310080099,23.875,20.375,0,1.0875,3030.5,33.8075,50.0,1.75,0.0,0.25,0.0,4.25,20158310081366,5iczaa-onarge8wos5rgda,310_20158310081366,a0euanqnrrzbdsesy4rymw,35,0,16,0,0,75,201703,310_260000656,"2,7510",0,0,12.0,12.0
310_20158310081348,46.0,11,1510053324.0,,,83.5,19.125,12.25,22.3,0.0,3.1875,8.53125,1.5,,,,0.0,女,310_260000090,毕业,201503,310_20158310080099,19.875,19.0,0,0.0,5409.75,36.79,50.0,0.0,0.0,0.0,0.0,3.0,20158310081348,tufcap6np5bchbxwxzb5wa,310_20158310081348,a0euanqnrrzbdsesy4rymw,28,0,19,0,0,75,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20168310100463,627.0,1936,1514476863.0,21451.838333333333,,91.07142857142857,14.285714285714286,7.142857142857143,36.38333333333333,14.571428571428571,0.0,13.471428571428572,3.425,1495723729.0,7.0,10.0,1685.6,女,310_260000247,注册,201603,310_20168310100049,36.642857142857146,16.071428571428573,0,6.0,10547.6,52.044,80.0,0.8,0.0,0.6,0.0,7.8,20168310100463,jhw5askotyhe0rgf-jnzsa,310_20168310100463,a0euanqnrrzbdsesy4rymw,39,0,17,0,0,94,201703,310_260000656,"2,7510",10,0,20.0,18.0
310_20168310071068,57.0,18,1512920182.0,,,90.0,17.125,6.3125,46.225,1.6875,1.875,12.68125,2.75625,,,,0.0,女,310_260000247,注册,201603,310_20168310070039,32.25,16.9375,0,2.0,1382.6,45.914,80.0,1.8,0.0,0.2,0.0,4.8,20168310071068,6jvpasqo-kbckw1q-w0bug,310_20168310071068,a0euanqnrrzbdsesy4rymw,38,0,20,0,0,97,201703,310_260000656,7510,0,0,19.6,19.6
310_20168310071090,206.0,18,1513524163.0,,,89.0,15.375,6.3125,48.21875,0.0,1.59375,12.021875,2.75625,,,,0.0,女,310_260000247,注册,201603,310_20168310070039,33.375,17.5625,0,4.87,1155.2,49.166,80.0,3.6,0.0,0.6,0.0,3.6,20168310071090,u46jaceooahaw7m18bsurq,310_20168310071090,a0euanqnrrzbdsesy4rymw,38,0,20,0,0,97,201703,310_260000656,7510,0,0,19.6,19.6
310_20168310071065,210.0,68,1512917302.0,0.0,0.25,91.6,17.4,6.666666666666667,70.0,0.0,2.0,14.213333333333333,2.973333333333333,1490468962.0,2.0,4.0,0.0,女,310_260000247,注册,201603,310_20168310070039,35.13333333333333,13.2,0,6.0875,4069.0,51.9,75.0,3.0,0.0,0.75,0.0,7.5,20168310071065,mso4afsn-ypfdkqrdtpzaa,310_20168310071065,a0euanqnrrzbdsesy4rymw,38,0,20,0,0,97,201703,310_260000656,7510,0,0,19.6,19.6
310_20168310120699,707.0,15300,1514732191.0,590.9648148148148,,80.52941176470588,14.823529411764707,4.882352941176471,48.77272727272727,29.647058823529413,1.3764705882352941,10.617647058823529,2.7705882352941176,,,,760.6666666666666,女,310_260000247,注册,201603,310_20168310120018,26.294117647058822,19.764705882352942,0,0.0,-11782.0,31.448333333333334,83.33333333333333,0.0,0.0,0.0,0.0,10.166666666666666,20168310120699,wgocauso-5xiesokglmwgw,310_20168310120699,a0euanqnrrzbdsesy4rymw,34,0,13,0,0,82,201703,310_260000656,"2,7510",0,0,16.0,19.0
310_20158310450168,215.0,182,1514548142.0,0.02722222222222222,,71.22222222222223,11.333333333333334,6.777777777777778,21.3125,4.333333333333333,2.5,3.8722222222222222,0.0,,,,33.75,女,310_260000090,注册,201503,310_20158310450099,26.444444444444443,20.22222222222222,0,0.0,7873.5,33.0925,50.0,0.0,0.0,0.0,0.0,3.0,20158310450168,heshatyojidcz5i4y3hh7q,310_20158310450168,a0euanqnrrzbdsesy4rymw,30,0,0,0,0,30,201703,310_260000656,"2,7510",3,0,0.0,0.0
310_20168310120737,103.0,288,1513849181.0,1.3960416666666666,,90.3125,16.1875,6.1875,56.375,1.5,1.78125,11.56875,2.975,,,,0.0,女,310_260000247,注册,201603,310_20168310120018,30.0,21.5,0,0.0,-45313.0,52.4,80.0,0.0,0.0,0.0,0.0,3.0,20168310120737,feutaewo5kvb6d4fuyawzq,310_20168310120737,a0euanqnrrzbdsesy4rymw,35,0,18,0,0,91,201703,310_260000656,"2,7510",0,0,18.4,19.6
310_20168310120714,17.0,18,1512240057.0,,,85.8125,15.1875,5.25,52.875,0.625,1.5375,11.053125,2.8,,,,0.0,女,310_260000247,注册,201603,310_20168310120018,28.75,21.125,0,0.0,2300.8,45.44,80.0,0.0,0.0,0.0,0.0,3.0,20168310120714,pgvvad2odzpawrrl6jot9w,310_20168310120714,a0euanqnrrzbdsesy4rymw,29,0,13,0,0,76,201703,310_260000656,"2,7510",0,0,16.4,17.2
310_20158310100774,219.0,44,1514405309.0,0.004710648148148148,,94.33333333333333,8.333333333333334,9.666666666666666,,0.0,5.0,4.733333333333333,3.0,1481743467.0,1.0,2.0,0.75,女,310_260000090,毕业,201503,310_20158310100099,49.0,14.666666666666666,0,0.0,5836.5,21.3625,50.0,0.0,0.0,0.0,0.0,10.0,20158310100774,orh9abgonllg1vyzabefpq,310_20158310100774,a0euanqnrrzbdsesy4rymw,39,0,20,0,0,93,201703,310_260000656,"2,7510",0,0,16.4,18.0
310_20158310100819,53.0,14,1514120151.0,,,74.875,6.25,4.5,14.964285714285714,0.0,3.75,3.525,2.25,,,,0.0,女,310_260000090,注册,201503,310_20158310100099,34.375,20.25,0,0.0,2800.25,46.3175,50.0,0.0,0.0,0.0,0.0,2.0,20158310100819,yd22aduonojo2nzmz7gdew,310_20158310100819,a0euanqnrrzbdsesy4rymw,36,0,0,0,0,70,201703,310_260000656,"2,7510",0,0,16.2,18.0
310_20158310320319,46.0,11,1514146127.0,,,84.25,19.875,11.875,,0.0,3.225,9.075,2.25,,,,0.0,女,310_260000090,毕业,201503,310_20158310320099,27.25,10.625,0,1.45,7334.0,15.283333333333333,33.333333333333336,7.666666666666667,0.0,0.3333333333333333,0.0,4.333333333333333,20158310320319,jsyuatcokidh1l7g6ub-dw,310_20158310320319,a0euanqnrrzbdsesy4rymw,35,0,18,0,0,90,201703,310_260000656,7510,0,0,19.0,18.0
310_20158310320326,743.0,66,1514146120.0,0.13622685185185185,,84.25,19.75,12.125,,1.0,3.375,8.75,1.85,,,,0.0,女,310_260000090,毕业,201503,310_20158310320099,27.25,11.125,0,1.45,3801.3333333333335,9.54,33.333333333333336,0.3333333333333333,0.0,0.3333333333333333,0.0,4.333333333333333,20158310320326,et39adgogahm7dwoh7gd0q,310_20158310320326,a0euanqnrrzbdsesy4rymw,36,0,18,0,0,86,201703,310_260000656,7510,0,0,17.0,14.8
310_20178310780140,229.0,4250,1512412457.0,14.237962962962962,,65.0,2.0,0.0,,38.4,1.75,10.65,2.7,,,,12301.6,女,310_260000249,注册,201703,310_20178310780107,45.2,2.7,0,0.0,-82422.7,76.788,96.0,0.0,0.0,0.0,0.0,4.2,20178310780140,2btkasmoq5jopnwdqayduw,310_20178310780140,a0euanqnrrzbdsesy4rymw,31,0,0,0,0,31,201703,310_260000656,2,0,0,0.0,0.0
310_20178310100745,208.0,90,1512850493.0,0.5614583333333333,,92.4,2.7,2.0,29.666666666666668,0.0,0.0,11.46,6.4,,,,0.0,男,310_260000256,注册,201703,310_20178310100013,53.7,16.1,0,1.0,1123.4,45.54,100.0,1.4,0.0,0.2,0.0,7.4,20178310100745,qoyvatmos55d8rpaaar9tq,310_20178310100745,a0euanqnrrzbdsesy4rymw,39,0,20,0,0,96,201703,310_260000656,"2,7510",0,0,18.2,18.0
310_20178310100733,615.0,16920,1514671247.0,0.42777777777777776,,83.8,3.0,1.8,28.833333333333332,31.0,0.0,11.0,6.52,,,,4.2,男,310_260000256,注册,201703,310_20178310100013,42.8,18.7,0,0.0,8011.6,40.404,100.0,0.0,0.0,0.0,0.0,18.4,20178310100733,gvokaroobznpb5axxfcdja,310_20178310100733,a0euanqnrrzbdsesy4rymw,40,0,18,0,0,94,201703,310_260000656,"2,7510",0,0,18.2,18.0
310_20178310100721,500.0,3200,1513509244.0,9.840856481481481,,85.9,3.0,2.0,25.3125,13.8,0.0,11.86,6.44,1513103000.0,1.0,1.0,12397.4,女,310_260000256,注册,201703,310_20178310100013,44.5,18.1,0,0.87,7985.8,55.022,100.0,0.2,0.0,0.2,0.0,7.2,20178310100721,qerdauiopkdocs0z9tdmma,310_20178310100721,a0euanqnrrzbdsesy4rymw,34,0,20,0,0,92,201703,310_260000656,"2,7510",26,0,20.0,18.0
310_20168310370182,37.0,17,1513687622.0,,,88.2,13.8,3.7333333333333334,35.275,0.0,0.0,13.996666666666666,3.03,,,,0.0,女,310_260000247,注册,201603,310_20168310370107,38.2,15.4,0,0.0,3911.0,56.155,83.33333333333333,0.0,0.0,0.0,0.0,3.8333333333333335,20168310370182,9bqpae6oap1kvspmjekiag,310_20168310370182,a0euanqnrrzbdsesy4rymw,33,0,18,0,0,87,201703,310_260000656,"2,7510",0,0,17.8,18.0
310_20178310090808,395.0,450,1514743477.0,0.8277777777777777,0.30612244897959184,91.4,2.4,1.9,31.583333333333332,2.8,0.0,8.4,5.775,,,,0.0,男,310_260000256,注册,201703,310_20178310090012,53.1,19.8,0,5.074,8088.4,63.334,100.0,5.2,0.0,1.0,0.0,6.2,20178310090808,5bnkaa-onihfirub1bpktg,310_20178310090808,a0euanqnrrzbdsesy4rymw,34,0,19,0,0,86,201703,310_260000656,"2,7510",3,0,16.0,17.0
310_20178310250177,302.0,10,1512950891.0,,0.0,89.4,2.9,1.9,,0.0,2.45,14.89,8.0,,,,0.0,女,310_260000251,注册,201703,310_20178310250012,46.5,12.7,0,0.0,9095.0,46.3,100.0,0.0,0.0,0.0,0.0,10.4,20178310250177,y5fyassoo5rpsov0e4oxmq,310_20178310250177,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20178310070923,458.0,3591,1511994033.0,0.369375,,98.33333333333333,3.3333333333333335,2.2222222222222223,29.0625,1.1111111111111112,0.0,11.133333333333333,7.511111111111111,,,,9.8,女,310_260000256,注册,201703,310_20178310070011,55.333333333333336,18.77777777777778,0,2.204,19055.0,111.34,100.0,2.6,0.0,0.4,0.0,29.4,20178310070923,e3vnackoq4nihhghaty4oq,310_20178310070923,a0euanqnrrzbdsesy4rymw,38,0,20,0,0,97,201703,310_260000656,"2,7510",10,0,19.6,19.6
310_20178310070962,487.0,1863,1513637616.0,7.652395833333333,,95.33333333333333,3.3333333333333335,2.2222222222222223,27.8125,12.11111111111111,0.0,11.244444444444444,7.533333333333333,,,,13128.6,男,310_260000256,注册,201703,310_20178310070011,52.55555555555556,18.333333333333332,0,2.204,8818.0,58.298,100.0,3.8,0.0,0.4,0.0,12.2,20178310070962,byx2atsoz6pbeoufzrfi9g,310_20178310070962,a0euanqnrrzbdsesy4rymw,36,0,20,0,0,95,201703,310_260000656,"2,7510",42,0,19.6,19.6
310_20178310041083,245.0,2211,1513373380.0,0.6859722222222222,,83.72727272727273,1.6363636363636365,1.8181818181818181,,8.636363636363637,0.0,11.236363636363636,7.218181818181818,,,,0.0,女,310_260000256,注册,201703,310_20178310040502,51.36363636363637,10.454545454545455,0,0.0,7727.2,50.274,92.0,0.0,0.0,0.0,0.0,14.0,20178310041083,cd32adcowz5lunllug1fgq,310_20178310041083,a0euanqnrrzbdsesy4rymw,32,0,20,0,0,92,201703,310_260000656,"2,7510",0,0,20.0,20.0
310_20178310120872,304.0,10,1514755289.0,,,97.2,5.6,1.9,24.3125,0.0,0.0,13.28,6.85,1509888270.0,1.0,1.0,0.0,女,310_260000256,注册,201703,310_20178310120010,50.0,19.7,0,1.0,18663.8,61.7,100.0,0.2,0.0,0.2,0.0,17.0,20178310120872,fkucacko-blpt2spfyhl-q,310_20178310120872,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,98,201703,310_260000656,"2,7510",0,0,20.0,19.4
